Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,DOI_Reference,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0042,Mangiferin,Mangifera indica,Mango,Anacardiaceae,Leaves; Bark,Nigeria,5281647,O=C1c2cc(O)c(O)cc2C(=O)c2c1cc(O)c(O)c2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,SLXXRYBPSNCVFA-FJITVDBRSA-N,C20H18O11,434.3530000000001,-1.200700000000001,8,11,205.21,2,2,Fail,"Antidiabetic, hypoglycemic, antioxidant","α-Amylase, α-Glucosidase, PTP1B, DPP-4",10.63125/anaf6b94,2022,Xanthone glycoside,Glycoside,American Journal of Interdisciplinary Studies (American Scholarly Publishing Group Inc),Systematic review docking & MD synthesis,Verified,0.3,4,2,31,99.1284,0.2248385562439677,Fail,1,Fail
AFRO-0043,Quercetin,Mangifera indica,Mango,Anacardiaceae,Peel; Leaves,Nigeria,5280343,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,C15H10O7,302.2380000000001,1.988,5,7,131.36,1,0,Pass,"Antidiabetic, antioxidant, α-glucosidase inhibition","α-Amylase, α-Glucosidase, PTP1B, DPP-4",10.63125/anaf6b94,2022,Flavonol,Flavonoid,American Journal of Interdisciplinary Studies (American Scholarly Publishing Group Inc),Systematic review docking & in vitro synthesis,Verified,0.0,3,3,22,76.244,0.4341904402990981,Pass,0,Pass
AFRO-0044,Catechins,Mangifera indica,Mango,Anacardiaceae,Kernels; Peel,Nigeria,73160,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antidiabetic, antioxidant","α-Amylase, α-Glucosidase",10.63125/anaf6b94,2022,Flavanols,Flavonoid,American Journal of Interdisciplinary Studies (American Scholarly Publishing Group Inc),Systematic review docking & in vitro synthesis,Verified,0.2,3,2,21,72.62300000000002,0.5095927314649248,Pass,0,Pass
AFRO-0045,Epicatechins,Mangifera indica,Mango,Anacardiaceae,Kernels,Nigeria,72276,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-ZFWWWQNUSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antidiabetic, antioxidant, insulin-sensitizing activity","α-Amylase, α-Glucosidase",10.63125/anaf6b94,2022,Flavanols,Flavonoid,American Journal of Interdisciplinary Studies (American Scholarly Publishing Group Inc),Systematic review docking & MD synthesis,Verified,0.2,3,2,21,72.62300000000002,0.5095927314649248,Pass,0,Pass
AFRO-0046,Gallic acid,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,370,O=C(O)c1cc(O)c(O)c(O)c1,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,170.12,0.5015999999999998,4,4,97.99000000000001,1,0,Pass,"Antidiabetic, α-glucosidase inhibitor","PDX-1 (6F8F), SUR1 (6PZ9), Insulin kinase receptor (3EKK), GLUT1 (4PYP), α-Amylase (1B2Y), α-Glucosidase (2QMJ), Glucokinase (3S41), Glycogen Phosphorylase (4MRA), FBPase 1 (5PZX), GLP-1R (3IOL), PPAR-γ (5YCP)",10.1016/j.sajb.2023.12.006,2024,Phenolic acid,Phenolic Compound,South African Journal of Botany,Isolated via column chromatography from 80% MAO extract,Verified,0.0,1,1,12,38.39570000000001,0.4598882295004826,Pass,2,Fail
AFRO-0047,picein,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,92123,CC(=O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,GOZCEKPKECLKNO-UHFFFAOYSA-N,C14H18O7,298.291,-0.9321000000000006,4,7,116.45,4,0,Pass,Antidiabetic / SUR1 Binding,SUR1 (6PZ9) / GLUT1 (4PYP),10.1016/j.sajb.2023.12.006,2024,Phenolic glycoside,Phenolic Compound,South African Journal of Botany,Quantified via HPLC-PDA (8231.61 ng/mg),Verified,0.5,2,1,21,70.84170000000003,0.5304701471736127,Pass,1,Fail
AFRO-0048,epicatechin,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,72276,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,Antidiabetic / High Binding Affinity,"PDX-1 (6F8F), SUR1 (6PZ9), Insulin kinase receptor (3EKK), GLUT1 (4PYP), α-Amylase (1B2Y), α-Glucosidase (2QMJ), Glucokinase (3S41), Glycogen Phosphorylase (4MRA), PDX-1 (6F8F) / GLUT1 (4PYP) / Glucokinase (3S41)",10.1016/j.sajb.2023.12.006,2024,Flavanol,Flavonoid,South African Journal of Botany,Quantified via HPLC-PDA (22395.55 ng/mg),Verified,0.2,3,2,21,72.62300000000002,0.5095927314649248,Pass,0,Pass
AFRO-0049,Caffeic acid,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,689043,O=C(O)/C=C/c1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,C9H8O4,180.159,1.1956,3,3,77.76,2,0,Pass,Antidiabetic / Synergy,SUR1 (6PZ9) / GLUT1 (4PYP),10.1016/j.sajb.2023.12.006,2024,Phenolic acid,Phenolic Compound,South African Journal of Botany,Quantified via HPLC-PDA (5412.10 ng/mg),Verified,0.0,1,1,13,46.44140000000002,0.4716213331416678,Pass,1,Fail
AFRO-0050,Taxifolin,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,439533,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,CXQWRCVTCMQVQX-UHFFFAOYSA-N,C15H12O7,304.254,1.186299999999999,5,7,127.45,1,0,Pass,Antidiabetic / Kinase & Enzyme Inhibitor,Insulin Kinase Receptor (3EKK) / Glycogen Phosphorylase (4MRA),10.1016/j.sajb.2023.12.006,2023,Flavanonol,Flavonoid,South African Journal of Botany,Quantified via HPLC-PDA (7478.57 ng/mg,Verified,0.1333333333333333,3,2,22,73.24950000000001,0.5005308756296323,Pass,0,Pass
AFRO-0051,Ferulic acid,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,445858,COc1cc(/C=C/C(=O)O)ccc1O,KSEBMYQBYZTDHS-HWKANZROSA-N,C10H10O4,194.186,1.4986,2,3,66.76,3,0,Pass,Antidiabetic / Synergy,SUR1 (6PZ9) / Glucokinase (3S41),10.1016/j.sajb.2023.12.006,2023,Phenolic acid,Phenolic Compound,South African Journal of Botany,Quantified via HPLC-PDA (2.85 ng/mg),Verified,0.1,1,1,14,51.32860000000002,0.7153202107154631,Pass,1,Fail
AFRO-0052,Naringenin,Anacardium occidentale L.,Red Cashew,Anacardiaceae,Root,Nigeria,932,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N,C15H12O5,272.256,2.509900000000001,3,5,86.99000000000001,1,0,Pass,Antidiabetic / Multi-target,Insulin Kinase Receptor (3EKK) / SUR1 (6PZ9),10.1016/j.sajb.2023.12.006,2023,Flavanone,Flavonoid,South African Journal of Botany,Quantified via HPLC-PDA (94.86 ng/mg),Verified,0.1333333333333333,3,2,20,70.19490000000002,0.7421139126791214,Pass,0,Pass
AFRO-0053,Marsectohexol,Gongronema latifolium Benth.,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,15560121,CC(O)C1CCC2(O)C3(O)CC=C4CC(O)CCC4(C)C3C(O)C(O)C12C,ZKHPKHVTGSOEKJ-UHFFFAOYSA-N,C21H34O6,382.4970000000001,0.4784999999999996,6,6,121.38,1,1,Pass,"α-Amylase inhibitor, blood glucose level reduction","Porcine Pancreatic α-Amylase (PPA), Human Pancreatic α-Amylase (HPA), Human Salivary α-Amylase (HSA)",10.3389/fmolb.2022.866719,2022,Steroidal Pregnane,Steroid,Frontiers in Molecular Biosciences,"Demonstrated an IC50​ of 10.01 μM against porcine pancreatic α-amylase, outperforming reference acarbose (IC50​=13.47 μM).",Verified,0.9047619047619048,4,0,27,98.57980000000003,0.3669805148518275,Pass,0,Pass
AFRO-0054,Quercetin,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,5280343,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,C15H10O7,302.2380000000001,1.988,5,7,131.36,1,0,Pass,"Multi-target T2DM inhibitor, GLP-1R agonist","GSK-3β, GLP-1R, Human Aldose Reductase",10.1007/s42452-021-04880-2,2022,Flavonoid,Flavonoid,SN Applied Sciences,"Docking scores: −13.138 kcal/mol ((GSK-3β)), −12.860 kcal/mol (GLP-1R), −11.687 kcal/mol (Aldose Reductase).",Verified,0.0,3,3,22,76.244,0.4341904402990981,Pass,0,Pass
AFRO-0055,Chicoric acid,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,5281764,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,YDDGKXBLOXEEMN-UHFFFAOYSA-N,C22H18O12,474.3740000000002,1.2284,6,10,208.12,9,1,Pass,"Multi-target T2DM inhibitor, GLP-1R agonist","GSK-3β, GLP-1R, Human Aldose Reductase",10.1007/s42452-021-04880-2,2022,Hydroxycinnamic acid,Phenolic Compound,SN Applied Sciences,Exhibited high stability with GLP-1R (ΔG=−62.038 kcal/mol) and high docking scores across all three targets.,Verified,0.09090909090909091,2,2,34,112.6428,0.1722185031058448,Fail,0,Pass
AFRO-0056,Rosmarinic acid,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,5281792,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,DOUMFZQKYFQNTF-UHFFFAOYSA-N,C18H16O8,360.3180000000001,1.7613,5,7,144.52,6,0,Pass,Aldose Reductase Inhibitors (ARIs) and Glycogen Synthase Kinase-3 Beta (GSK-3β) Inhibitors,"Human Aldose Reductase, GSK-3β, GLP-1R",10.1007/s42452-021-04880-2,2022,Hydroxycinnamic acid,Phenolic Compound,SN Applied Sciences,Lowest binding energy against Aldose Reductase with an XP glide score of −15.385 kcal/mol.,Verified,0.1111111111111111,2,2,26,89.79700000000004,0.2976482103733651,Fail,0,Pass
AFRO-0057,Moracin P,Morus mesozygia,African Mulberry,Moraceae,Root bark,Nigeria,25208124,CC1(C)Oc2cc3oc(-c4cc(O)cc(O)c4)cc3cc2CC1O,QFUCSEIKNTUPPA-UHFFFAOYSA-N,C19H18O5,326.3480000000001,3.585400000000003,3,5,83.06,1,0,Pass,α-glucosidase inhibition; DPP-4 inhibition,"α-glucosidase, DPP-4",10.3389/fphar.2024.1338333,2024,Arylbenzofuran,Phenylpropanoid,Frontiers in Pharmacology,Strong α-glucosidase inhibitor,Verified,0.2631578947368421,4,3,24,89.39740000000003,0.6364230760987256,Pass,0,Pass
AFRO-0058,Moracin M,Morus mesozygia,African Mulberry,Moraceae,Root bark,Nigeria,185848,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,LHPRYOJTASOZGJ-UHFFFAOYSA-N,C14H10O4,242.23,3.2166,3,4,73.83,1,0,Pass,α-glucosidase inhibition; DPP-4 inhibition,"α-glucosidase, DPP-4",10.3389/fphar.2024.1338333,2024,Arylbenzofuran,Phenylpropanoid,Frontiers in Pharmacology,Isolated from root bark extract,Verified,0.0,3,3,18,66.64440000000003,0.6121514161170469,Pass,1,Fail
AFRO-0059,S-methylcysteinesulfoxide (SMCS),Allium cepa L.,Onion,Alliaceae,Bulb,Nigeria,82142,CS(=O)CC(N)C(=O)O,ZZLHPCSGGOGHFW-UHFFFAOYSA-N,C4H9NO3S,151.187,-1.223199999999999,2,3,80.39,3,0,Pass,"Antidiabetic, insulin secretagogue","Pancreatic β-cells, liver insulin-inactivating sites",10.4172/2155-6156.1000546,2015,Organosulfur / Amino acid derivative,Organosulfur Compound,Journal of Diabetes & Metabolism,Stimulates insulin secretion; competes with insulin for liver inactivating sites.,Verified,0.75,0,0,9,34.5446,0.5293332577668588,Pass,4,Fail
AFRO-0060,S-allylcysteinesulfoxide (SACS),Allium sativum L.,Garlic,Alliaceae,Clove,Nigeria,121922,C=CCS(=O)CC(N)C(=O)O,XUHLIQGRKRUKPH-UHFFFAOYSA-N,C6H11NO3S,177.225,-0.6669999999999991,2,3,80.39,5,0,Pass,"Antidiabetic, antioxidant, gluconeogenesis inhibitor","Hepatic gluconeogenic enzymes, pancreatic β-cells",10.4172/2155-6156.1000546,2015,Organosulfur / Amino acid derivative,Organosulfur Compound,Journal of Diabetes & Metabolism,Inhibits gluconeogenesis and lipid peroxidation; precursor of allicin.,Verified,0.5,0,0,11,43.68460000000001,0.5458370887986503,Pass,2,Fail
AFRO-0061,Lophenol,Aloe vera (L.) Burm.f.,Aloe vera,Asphodelaceae,Leaf gel; pulp,Nigeria,160482,CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C,LMYZQUNLYGJIHI-UHFFFAOYSA-N,C28H48O,400.6910000000003,7.634700000000009,1,1,20.23,5,1,Pass,"Antidiabetic, blood glucose lowering","Pancreatic β-cells, carbohydrate metabolizing enzymes",10.4172/2155-6156.1000546,2015,Phytosterol,Steroid,Journal of Diabetes & Metabolism,Causes significant reduction in HbA1c levels.,Verified,0.9285714285714286,4,0,29,123.5998000000001,0.4701292988800478,Pass,1,Fail
AFRO-0062,Catharanthine,Catharanthus roseus (L.) G.Don,Madagascar Periwinkle,Apocynaceae,Fresh leaf juice,"Nigeria, UK",5458190,CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,CMKFQVZJOWHHDV-UHFFFAOYSA-N,C21H24N2O2,336.4350000000002,3.175300000000002,1,3,45.33,2,0,Pass,"Hypoglycemic, antidiabetic",Hepatic glucose metabolizing enzymes,10.4172/2155-6156.1000546,2015,Terpenoid Indole Alkaloid,Alkaloid,Journal of Diabetes & Metabolism,Increases hepatic utilization of glucose.,Verified,0.4761904761904762,6,2,25,97.53870000000005,0.6766726151242263,Pass,0,Pass
AFRO-0063,Vindoline,Catharanthus roseus (L.) G.Don,Madagascar Periwinkle,Apocynaceae,Fresh leaf juice,"Nigeria, UK",260535,CCC12C=CCN3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,CXBGOBGJHGGWIE-UHFFFAOYSA-N,C25H32N2O6,456.5390000000003,1.6413,1,8,88.53999999999999,4,0,Pass,"Hypoglycemic, antidiabetic","Hepatic glycogen synthase, G6PDH",10.4172/2155-6156.1000546,2015,Terpenoid Indole Alkaloid,Alkaloid,Journal of Diabetes & Metabolism,Suppresses gluconeogenic enzymes.,Verified,0.6,5,1,33,121.2248000000001,0.540537430839543,Pass,0,Pass
AFRO-0064,Cinnamaldehyde,Cinnamomum cassia,Chinese cinnamon,Lauraceae,Bark,Nigeria,637511,O=CC=Cc1ccccc1,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,C9H8O,132.162,1.8987,0,1,17.07,2,0,Pass,"Insulin mimetic, antidiabetic","3T3-L1 Adipocytes, insulin pathways",10.4172/2155-6156.1000546,2015,Phenylpropanoid,Phenylpropanoid,Journal of Diabetes & Metabolism,Enhances insulin action and increases glucose uptake.,Verified,0.0,1,1,10,41.54000000000002,0.4433687822838736,Pass,2,Fail
AFRO-0065,Beta-sitosterol,Coccinia indica,Ivy gourd,Cucurbitaceae,Leaves,Nigeria,222284,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,KZJWDPNRJALLNS-UHFFFAOYSA-N,C29H50O,414.7180000000003,8.02480000000001,1,1,20.23,6,1,Pass,Hypoglycemic,"Glucose-6-phosphatase, glycogen synthase",10.4172/2155-6156.1000546,2015,Phytosterol,Steroid,Journal of Diabetes & Metabolism,Suppresses key gluconeogenic enzymes.,Verified,0.9310344827586207,4,0,30,128.2168000000001,0.436095641737511,Pass,1,Fail
AFRO-0066,Leucopelargonidin derivative,Ficus bengalensis Linn.,Indian Banyan tree,Moraceae,Bark; leaves,Nigeria,282014,Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,RSYUFYQTACJFML-UHFFFAOYSA-N,C15H14O5,274.272,1.8405,4,5,90.15,1,0,Pass,"Hypoglycemic, insulin secretagogue","Pancreatic β-cells, insulinase",10.4172/2155-6156.1000546,2015,"Flavonoid / Flavan-3,4-diol",Flavonoid,Journal of Diabetes & Metabolism,Stimulates insulin secretion and inhibits insulinase activity.,Verified,0.2,3,2,20,70.95820000000003,0.6368099492481563,Pass,0,Pass
AFRO-0067,Charantin,Momordica charantia / M. cymbalaria,Bitter Melon,Cucurbitaceae,"Fruit pulp, seeds",Nigeria,296119,CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,NPJICTMALKLTFW-UHFFFAOYSA-N,C35H60O6,576.8590000000002,5.849000000000006,4,6,99.38000000000001,9,2,Fail,"Hypoglycemic, antidiabetic","Pancreatic β-cells, gluconeogenic enzymes",10.4172/2155-6156.1000546,2015,Steroidal Saponin Glycoside,Steroid,Journal of Diabetes & Metabolism,Exerts extra-pancreatic glycemic control and stimulates insulin secretion.,Verified,0.9428571428571428,5,0,41,160.8501999999998,0.2571732771347309,Pass,3,Fail
AFRO-0068,Senegin-II,Polygala senega L.,Seneca snakeroot,Polygalaceae,Rhizomes,Nigeria,11953920,COc1ccc(C=CC(=O)OC2C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(CO)CC4)C(OC3OC(C)C(OC4OCC(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C2O)cc1OC,MNXFXXWQAAMVMW-UHFFFAOYSA-N,C70H104O32,1457.570000000001,-2.227399999999992,16,31,494.8800000000002,19,3,Fail,"Antidiabetic, insulin sensitizer",Liver glucose output pathways,10.4172/2155-6156.1000546,2015,Triterpenoid Saponin Glycoside,Saponin,Journal of Diabetes & Metabolism,Decreases hepatic glucose output without altering plasma insulin concentration.,Verified,0.8142857142857143,11,1,102,343.8248000000003,0.03016830218769657,Fail,4,Fail
AFRO-0069,Epicatechin,Pterocarpus marsupium,Indian Kino,Fabaceae,Bark,Nigeria,72276,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antidiabetic, β-cell regenerator",Functional pancreatic β-cells,10.4172/2155-6156.1000546,2015,Flavan-3-ol / Tannin,Flavonoid,Journal of Diabetes & Metabolism,Prevents β-cell damage and regenerates functional pancreatic islets.,Verified,0.2,3,2,21,72.62300000000002,0.5095927314649248,Pass,0,Pass
AFRO-0070,Pterostilbene,Pterocarpus marsupium,Indian Kino,Fabaceae,Bark,Nigeria,5281727,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,VLEUZFDZJKSGMX-UHFFFAOYSA-N,C16H16O3,256.301,3.579800000000002,1,3,38.69,4,0,Pass,"Antidiabetic, antioxidant",Pancreatic β-cells,10.4172/2155-6156.1000546,2015,Stilbenoid / Flavonoid,Flavonoid,Journal of Diabetes & Metabolism,Enhances insulin secretion.,Verified,0.125,2,2,19,76.58080000000004,0.8496677559492319,Pass,1,Fail
AFRO-0071,Mycaminose,Syzygium cumini,Java Plum,Myrtaceae,Seeds; leaves; fruit pulp,Nigeria,160504,CC(O)C(O)C(C(O)C=O)N(C)C,IJUPCLYLISRDRA-UHFFFAOYSA-N,C8H17NO4,191.227,-1.781899999999999,3,5,80.99999999999999,5,0,Pass,"Hypoglycemic, peripheral glucose utilization activator",Peripheral glucose utilization kinases,10.4172/2155-6156.1000546,2015,Amino Sugar Glycoside,Carbohydrate,Journal of Diabetes & Metabolism,Stimulates kinases involved in peripheral glucose utilization.,Verified,0.875,0,0,13,47.23340000000002,0.4475069885509918,Pass,2,Fail
AFRO-0072,Trigonelline,Trigonella foenum-graecum L.,Fenugreek,Fabaceae,Seeds,Nigeria,5570,C[n+]1cccc(C(=O)[O-])c1,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C7H7NO2,137.138,-1.1254,0,2,44.01,1,0,Pass,"Antidiabetic, insulin secretagogue","Pancreatic β-cells, intestinal disaccharidases",10.4172/2155-6156.1000546,2015,Pyridine Alkaloid,Alkaloid,Journal of Diabetes & Metabolism,Delays carbohydrate digestion/absorption and increases glucose-induced insulin secretion.,Verified,0.1428571428571428,1,1,10,31.94849999999999,0.4598108691495764,Pass,4,Fail
AFRO-0073,4-Hydroxyisoleucine,Trigonella foenum-graecum L.,Fenugreek,Fabaceae,Seeds,Nigeria,2773624,CC(O)C(C)C(N)C(=O)O,OSCCDBFHNMXNME-UHFFFAOYSA-N,C6H13NO3,147.174,-0.5848,3,3,83.55,3,0,Pass,Insulin secretagogue,Pancreatic β-cells,10.4172/2155-6156.1000546,2015,Non-protein Amino Acid,Amino Acid Derivative,Journal of Diabetes & Metabolism,Stimulates glucose-dependent insulin secretion.,Verified,0.8333333333333334,0,0,10,36.45599999999998,0.4981480092477363,Pass,4,Fail
AFRO-0074,2-Hydroxygenistein,Cajanus cajan,Pigeon pea,Fabaceae,Leaf; root; seed,Nigeria; Ghana; Kenya,5280863,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C15H10O6,286.239,2.2824,4,6,111.13,1,0,Pass,Regulation of glucose metabolism,AKR1B1 (-9.1 kcal/mol),10.3390/molecules24102002,2019,Isoflavone,Flavonoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties. PDF,Verified,0.0,3,3,21,74.5792,0.5458513994143424,Pass,0,Pass
AFRO-0075,Apigenin,Cajanus cajan,Pigeon pea,Fabaceae,Leaf; root; seed,Nigeria; Ghana; Kenya,5280443,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C15H10O5,270.24,2.576800000000001,3,5,90.9,1,0,Pass,"Regulation of insulin secretion, glucose metabolism, and lipid metabolism","AKR1B1 (-9.1), HSD11B1 (-9.0), RBP4 (-9.9), RXRA (-9.1 kcal/mol)",10.3390/molecules24102002,2019,Flavonoid,Flavonoid,Molecules (MDPI),Multi-target anti-diabetic compound with favorable ADMET properties. PDF,Verified,0.0,3,3,20,72.91440000000001,0.6318329361180623,Pass,0,Pass
AFRO-0076,Cyanidin,Rhoicissus tridentata,Bushman's grape,Vitaceae,Root; tuber; fruit,South Africa; Zimbabwe; Mozambique,128861,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,VEVZSMAEJFVWIL-UHFFFAOYSA-O,C15H11O6+,287.247,2.908900000000001,5,5,112.45,1,0,Pass,Regulation of insulin secretion and glucose metabolism,"AKR1B1 (-9.1), HSD11B1 (-9.5), RBP4 (-9.2 kcal/mol)",10.3390/molecules24102002,2019,Anthocyanidin,Flavonoid,Molecules (MDPI),Multi-target compound with favorable ADMET profile. PDF,Verified,0.0,3,3,21,74.381,0.3472874946451991,Pass,0,Pass
AFRO-0077,Eburnamonine,Vinca minor,Lesser periwinkle,Apocynaceae,Leaf; aerial parts,"South Africa, Algeria, Morocco",92112,CCC12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)C32,WYJAPUKIYAZSEM-UHFFFAOYSA-N,C19H22N2O,294.3980000000001,3.774600000000003,0,2,25.24,1,0,Pass,"Regulation of insulin secretion, glucose metabolism, and lipid metabolism","AKR1B1 (-9.4), HSD11B1 (-9.2), PPARD (-9.3), RBP4 (-9.4 kcal/mol)",10.3390/molecules24102002,2019,Indole Alkaloid,Alkaloid,Molecules (MDPI),Multi-target compound with experimental anti-diabetic evidence. PDF,Verified,0.5263157894736842,5,2,22,87.15750000000004,0.7995841048628335,Pass,0,Pass
AFRO-0078,Ergine,Ipomoea purpurea,Common morning glory,Convolvulaceae,Seed; leaf,South Africa; Kenya; Ethiopia; Nigeria,442072,CN1CC(C(N)=O)C=C2c3cccc4[nH]cc(c34)CC21,GENAHGKEFJLNJB-UHFFFAOYSA-N,C16H17N3O,267.332,1.5229,2,2,62.12,1,0,Pass,Regulation of insulin secretion,"HSD11B1 (-9.5), RBP4 (-9.4 kcal/mol)",10.3390/molecules24102002,2019,Ergot Alkaloid,Alkaloid,Molecules (MDPI),Dual-target compound with favorable ADMET properties. PDF,Verified,0.3125,4,2,20,79.08210000000003,0.8226614186715399,Pass,0,Pass
AFRO-0079,Eriodictyol,Cyclopia intermedia,Honeybush,Fabaceae,Leaf; stem,South Africa,440735,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,SBHXYTNGIZCORC-UHFFFAOYSA-N,C15H12O6,288.2550000000001,2.215500000000001,4,6,107.22,1,0,Pass,Regulation of insulin secretion,"HSD11B1 (-9.2), RBP4 (-9.5 kcal/mol)",10.3390/molecules24102002,2019,Flavanone,Flavonoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties. PDF,Verified,0.1333333333333333,3,2,21,71.85970000000002,0.5992714485146342,Pass,0,Pass
AFRO-0080,Erythraline,"Erythrina caffra, Erythrina lysistemon","Coast coral tree, Common coral tree",Fabaceae,Seed; bark; leaf,South Africa; Eswatini; Mozambique,5317205,COC1C=CC2=CCN3CCc4cc5c(cc4C23C1)OCO5,TVOFUERNMZTYRM-UHFFFAOYSA-N,C18H19NO3,297.354,2.3836,0,4,30.93,1,0,Pass,Regulation of insulin secretion and glucose metabolism,"AKR1B1 (-9.0), GCK (-9.8), RBP4 (-9.0 kcal/mol)",10.3390/molecules24102002,2019,Erythrina Alkaloid,Alkaloid,Molecules (MDPI),Novel potential multi-targeted anti-diabetic lead candidate. PDF,Verified,0.4444444444444444,5,1,22,82.15700000000005,0.7961998699361413,Pass,0,Pass
