Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,Source_DOI_or_URL,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0043,Catechins,Mangifera indica,Mango,Anacardiaceae,Kernels; Peel,Nigeria,73160,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antidiabetic, antioxidant","α-Amylase, α-Glucosidase",10.63125/anaf6b94,2022,Flavanols,Flavonoid,American Journal of Interdisciplinary Studies (American Scholarly Publishing Group Inc),Systematic review docking & in vitro synthesis,Verified,0.2,3,2,21,72.623,0.509593,Pass,0,Pass
AFRO-0044,Epicatechins,Mangifera indica,Mango,Anacardiaceae,Kernels,Nigeria,72276,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-ZFWWWQNUSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antidiabetic, antioxidant, insulin-sensitizing activity","α-Amylase, α-Glucosidase",10.63125/anaf6b94,2022,Flavanols,Flavonoid,American Journal of Interdisciplinary Studies (American Scholarly Publishing Group Inc),Systematic review docking & MD synthesis,Verified,0.2,3,2,21,72.623,0.509593,Pass,0,Pass
AFRO-0045,Gallic Acid,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,370,O=C(O)c1cc(O)c(O)c(O)c1,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,170.12,0.5016,4,4,97.99,1,0,Pass,"Antidiabetic, α-glucosidase inhibitor","PDX-1 (6F8F), SUR1 (6PZ9), Insulin kinase receptor (3EKK), GLUT1 (4PYP), α-Amylase (1B2Y), α-Glucosidase (2QMJ), Glucokinase (3S41), Glycogen Phosphorylase (4MRA), FBPase 1 (5PZX), GLP-1R (3IOL), PPAR-γ (5YCP)",10.1016/j.sajb.2023.12.006,2024,Phenolic acid,Phenolic Compound,South African Journal of Botany,Isolated via column chromatography from 80% MAO extract,Verified,0.0,1,1,12,38.3957,0.459888,Pass,2,Fail
AFRO-0046,picein,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,92123,CC(=O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,GOZCEKPKECLKNO-UHFFFAOYSA-N,C14H18O7,298.291,-0.9321,4,7,116.45,4,0,Pass,Antidiabetic / SUR1 Binding,SUR1 (6PZ9) / GLUT1 (4PYP),10.1016/j.sajb.2023.12.006,2024,Phenolic glycoside,Phenolic Compound,South African Journal of Botany,Quantified via HPLC-PDA (8231.61 ng/mg),Verified,0.5,2,1,21,70.8417,0.53047,Pass,1,Fail
AFRO-0047,Epicatechin,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,72276,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,Antidiabetic / High Binding Affinity,"PDX-1 (6F8F), SUR1 (6PZ9), Insulin kinase receptor (3EKK), GLUT1 (4PYP), α-Amylase (1B2Y), α-Glucosidase (2QMJ), Glucokinase (3S41), Glycogen Phosphorylase (4MRA), PDX-1 (6F8F) / GLUT1 (4PYP) / Glucokinase (3S41)",10.1016/j.sajb.2023.12.006,2024,Flavanol,Flavonoid,South African Journal of Botany,"Quantified via HPLC-PDA (22395.55 ng/mg) | CORRECTED: stereo-descriptors were lost during standardization, causing collapse onto Catechin's achiral SMILES; restored (2R,3R)-epicatechin stereochemistry per literature/PubChem CID 72276.",Verified,0.2,3,2,21,72.623,0.509593,Pass,0,Pass
AFRO-0048,Caffeic Acid,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,689043,O=C(O)/C=C/c1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,C9H8O4,180.159,1.1956,3,3,77.76,2,0,Pass,Antidiabetic / Synergy,SUR1 (6PZ9) / GLUT1 (4PYP),10.1016/j.sajb.2023.12.006,2024,Phenolic acid,Phenolic Compound,South African Journal of Botany,Quantified via HPLC-PDA (5412.10 ng/mg),Verified,0.0,1,1,13,46.4414,0.471621,Pass,1,Fail
AFRO-0049,Taxifolin,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,439533,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,CXQWRCVTCMQVQX-UHFFFAOYSA-N,C15H12O7,304.254,1.1863,5,7,127.45,1,0,Pass,Antidiabetic / Kinase & Enzyme Inhibitor,Insulin Kinase Receptor (3EKK) / Glycogen Phosphorylase (4MRA),10.1016/j.sajb.2023.12.006,2023,Flavanonol,Flavonoid,South African Journal of Botany,Quantified via HPLC-PDA (7478.57 ng/mg,Verified,0.133333,3,2,22,73.2495,0.500531,Pass,0,Pass
AFRO-0050,Ferulic Acid,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,445858,COc1cc(/C=C/C(=O)O)ccc1O,KSEBMYQBYZTDHS-HWKANZROSA-N,C10H10O4,194.186,1.4986,2,3,66.76,3,0,Pass,Antidiabetic / Synergy,SUR1 (6PZ9) / Glucokinase (3S41),10.1016/j.sajb.2023.12.006,2023,Phenolic acid,Phenolic Compound,South African Journal of Botany,Quantified via HPLC-PDA (2.85 ng/mg),Verified,0.1,1,1,14,51.3286,0.71532,Pass,1,Fail
AFRO-0051,Naringenin,Anacardium occidentale,Red Cashew,Anacardiaceae,Root,Nigeria,932,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N,C15H12O5,272.256,2.5099,3,5,86.99,1,0,Pass,Antidiabetic / Multi-target,Insulin Kinase Receptor (3EKK) / SUR1 (6PZ9),10.1016/j.sajb.2023.12.006,2023,Flavanone,Flavonoid,South African Journal of Botany,Quantified via HPLC-PDA (94.86 ng/mg),Verified,0.133333,3,2,20,70.1949,0.742114,Pass,0,Pass
AFRO-0052,Marsectohexol,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,15560121,CC(O)C1CCC2(O)C3(O)CC=C4CC(O)CCC4(C)C3C(O)C(O)C12C,ZKHPKHVTGSOEKJ-UHFFFAOYSA-N,C21H34O6,382.497,0.4785,6,6,121.38,1,1,Pass,"α-Amylase inhibitor, blood glucose level reduction","Porcine Pancreatic α-Amylase (PPA), Human Pancreatic α-Amylase (HPA), Human Salivary α-Amylase (HSA)",10.3389/fmolb.2022.866719,2022,Steroidal Pregnane,Steroid,Frontiers in Molecular Biosciences,"Demonstrated an IC50​ of 10.01 μM against porcine pancreatic α-amylase, outperforming reference acarbose (IC50​=13.47 μM).",Verified,0.904762,4,0,27,98.5798,0.366981,Pass,0,Pass
AFRO-0053,Quercetin,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,5280343,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,C15H10O7,302.238,1.988,5,7,131.36,1,0,Pass,"Multi-target T2DM inhibitor, GLP-1R agonist","GSK-3β, GLP-1R, Human Aldose Reductase",10.1007/s42452-021-04880-2,2022,Flavonoid,Flavonoid,SN Applied Sciences,"Docking scores: −13.138 kcal/mol ((GSK-3β)), −12.860 kcal/mol (GLP-1R), −11.687 kcal/mol (Aldose Reductase).",Verified,0.0,3,3,22,76.244,0.43419,Pass,0,Pass
AFRO-0054,Chicoric acid,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,5281764,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,YDDGKXBLOXEEMN-UHFFFAOYSA-N,C22H18O12,474.374,1.2284,6,10,208.12,9,1,Pass,"Multi-target T2DM inhibitor, GLP-1R agonist","GSK-3β, GLP-1R, Human Aldose Reductase",10.1007/s42452-021-04880-2,2022,Hydroxycinnamic acid,Phenolic Compound,SN Applied Sciences,Exhibited high stability with GLP-1R (ΔG=−62.038 kcal/mol) and high docking scores across all three targets.,Verified,0.090909,2,2,34,112.6428,0.172219,Fail,0,Pass
AFRO-0055,Rosmarinic acid,Gongronema latifolium,"Bushbuck (English), Utazi (Igbo), Madumaro/Arokeke (Yoruba), Utasi (Ibibio/Efik)",Asclepiadaceae,Leaf,Nigeria,5281792,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,DOUMFZQKYFQNTF-UHFFFAOYSA-N,C18H16O8,360.318,1.7613,5,7,144.52,6,0,Pass,Aldose Reductase Inhibitors (ARIs) and Glycogen Synthase Kinase-3 Beta (GSK-3β) Inhibitors,"Human Aldose Reductase, GSK-3β, GLP-1R",10.1007/s42452-021-04880-2,2022,Hydroxycinnamic acid,Phenolic Compound,SN Applied Sciences,Lowest binding energy against Aldose Reductase with an XP glide score of −15.385 kcal/mol.,Verified,0.111111,2,2,26,89.797,0.297648,Fail,0,Pass
AFRO-0056,Moracin P,Morus mesozygia,African Mulberry,Moraceae,Root bark,Nigeria,25208124,CC1(C)Oc2cc3oc(-c4cc(O)cc(O)c4)cc3cc2CC1O,QFUCSEIKNTUPPA-UHFFFAOYSA-N,C19H18O5,326.348,3.5854,3,5,83.06,1,0,Pass,α-glucosidase inhibition; DPP-4 inhibition,"α-glucosidase, DPP-4",10.3389/fphar.2024.1338333,2024,Arylbenzofuran,Phenylpropanoid,Frontiers in Pharmacology,Strong α-glucosidase inhibitor,Verified,0.263158,4,3,24,89.3974,0.636423,Pass,0,Pass
AFRO-0057,Moracin M,Morus mesozygia,African Mulberry,Moraceae,Root bark,Nigeria,185848,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,LHPRYOJTASOZGJ-UHFFFAOYSA-N,C14H10O4,242.23,3.2166,3,4,73.83,1,0,Pass,α-glucosidase inhibition; DPP-4 inhibition,"α-glucosidase, DPP-4",10.3389/fphar.2024.1338333,2024,Arylbenzofuran,Phenylpropanoid,Frontiers in Pharmacology,Isolated from root bark extract,Verified,0.0,3,3,18,66.6444,0.612151,Pass,1,Fail
AFRO-0058,S-methylcysteinesulfoxide (SMCS),Allium cepa,Onion,Alliaceae,Bulb,Nigeria,82142,CS(=O)CC(N)C(=O)O,ZZLHPCSGGOGHFW-UHFFFAOYSA-N,C4H9NO3S,151.187,-1.2232,2,3,80.39,3,0,Pass,"Antidiabetic, insulin secretagogue","Pancreatic β-cells, liver insulin-inactivating sites",10.4172/2155-6156.1000546,2015,Organosulfur / Amino acid derivative,Organosulfur Compound,Journal of Diabetes & Metabolism,Stimulates insulin secretion; competes with insulin for liver inactivating sites.,Verified,0.75,0,0,9,34.5446,0.529333,Pass,4,Fail
AFRO-0059,S-allylcysteinesulfoxide (SACS),Allium sativum,Garlic,Alliaceae,Clove,Nigeria,121922,C=CCS(=O)CC(N)C(=O)O,XUHLIQGRKRUKPH-UHFFFAOYSA-N,C6H11NO3S,177.225,-0.667,2,3,80.39,5,0,Pass,"Antidiabetic, antioxidant, gluconeogenesis inhibitor","Hepatic gluconeogenic enzymes, pancreatic β-cells",10.4172/2155-6156.1000546,2015,Organosulfur / Amino acid derivative,Organosulfur Compound,Journal of Diabetes & Metabolism,Inhibits gluconeogenesis and lipid peroxidation; precursor of allicin.,Verified,0.5,0,0,11,43.6846,0.545837,Pass,2,Fail
AFRO-0060,Lophenol,Aloe vera,Aloe vera,Asphodelaceae,Leaf gel; pulp,Nigeria,160482,CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C,LMYZQUNLYGJIHI-UHFFFAOYSA-N,C28H48O,400.691,7.6347,1,1,20.23,5,1,Pass,"Antidiabetic, blood glucose lowering","Pancreatic β-cells, carbohydrate metabolizing enzymes",10.4172/2155-6156.1000546,2015,Phytosterol,Steroid,Journal of Diabetes & Metabolism,Causes significant reduction in HbA1c levels.,Verified,0.928571,4,0,29,123.5998,0.470129,Pass,1,Fail
AFRO-0061,Catharanthine,Catharanthus roseus,Madagascar Periwinkle,Apocynaceae,Fresh leaf juice,Nigeria; UK,5458190,CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,CMKFQVZJOWHHDV-UHFFFAOYSA-N,C21H24N2O2,336.435,3.1753,1,3,45.33,2,0,Pass,"Hypoglycemic, antidiabetic",Hepatic glucose metabolizing enzymes,10.4172/2155-6156.1000546,2015,Terpenoid Indole Alkaloid,Alkaloid,Journal of Diabetes & Metabolism,Increases hepatic utilization of glucose.,Verified,0.47619,6,2,25,97.5387,0.676673,Pass,0,Pass
AFRO-0062,Vindoline,Catharanthus roseus,Madagascar Periwinkle,Apocynaceae,Fresh leaf juice,Nigeria; UK,260535,CCC12C=CCN3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,CXBGOBGJHGGWIE-UHFFFAOYSA-N,C25H32N2O6,456.539,1.6413,1,8,88.54,4,0,Pass,"Hypoglycemic, antidiabetic","Hepatic glycogen synthase, G6PDH",10.4172/2155-6156.1000546,2015,Terpenoid Indole Alkaloid,Alkaloid,Journal of Diabetes & Metabolism,Suppresses gluconeogenic enzymes.,Verified,0.6,5,1,33,121.2248,0.540537,Pass,0,Pass
AFRO-0063,Cinnamaldehyde,Cinnamomum cassia,Chinese cinnamon,Lauraceae,Bark,Nigeria,637511,O=CC=Cc1ccccc1,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,C9H8O,132.162,1.8987,0,1,17.07,2,0,Pass,"Insulin mimetic, antidiabetic","3T3-L1 Adipocytes, insulin pathways",10.4172/2155-6156.1000546,2015,Phenylpropanoid,Phenylpropanoid,Journal of Diabetes & Metabolism,Enhances insulin action and increases glucose uptake.,Verified,0.0,1,1,10,41.54,0.443369,Pass,2,Fail
AFRO-0064,Beta-Sitosterol,Coccinia indica,Ivy gourd,Cucurbitaceae,Leaves,Nigeria,222284,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,KZJWDPNRJALLNS-UHFFFAOYSA-N,C29H50O,414.718,8.0248,1,1,20.23,6,1,Pass,Hypoglycemic,"Glucose-6-phosphatase, glycogen synthase",10.4172/2155-6156.1000546,2015,Phytosterol,Steroid,Journal of Diabetes & Metabolism,Suppresses key gluconeogenic enzymes.,Verified,0.931034,4,0,30,128.2168,0.436096,Pass,1,Fail
AFRO-0065,Leucopelargonidin derivative,Ficus bengalensis,Indian Banyan tree,Moraceae,Bark; leaves,Nigeria,282014,Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,RSYUFYQTACJFML-UHFFFAOYSA-N,C15H14O5,274.272,1.8405,4,5,90.15,1,0,Pass,"Hypoglycemic, insulin secretagogue","Pancreatic β-cells, insulinase",10.4172/2155-6156.1000546,2015,"Flavonoid / Flavan-3,4-diol",Flavonoid,Journal of Diabetes & Metabolism,Stimulates insulin secretion and inhibits insulinase activity.,Verified,0.2,3,2,20,70.9582,0.63681,Pass,0,Pass
AFRO-0066,Charantin (β-sitosteryl glucoside constituent),Momordica charantia,Bitter Melon,Cucurbitaceae,"Fruit pulp, seeds",Nigeria,5742590,CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,NPJICTMALKLTFW-UHFFFAOYSA-N,C35H60O6,576.859,5.849,4,6,99.38,9,2,Fail,"Hypoglycemic, antidiabetic","Pancreatic β-cells, gluconeogenic enzymes",10.4172/2155-6156.1000546,2015,Steroidal Saponin Glycoside,Steroid,Journal of Diabetes & Metabolism,Charantin 1:1 constituent (β-sitosteryl glucoside),Verified,0.942857,5,0,41,160.8502,0.257173,Pass,3,Fail
AFRO-0067,Charantin (Stigmasteryl glucoside constituent),Momordica charantia,Bitter Melon,Cucurbitaceae,"Fruit pulp, seeds",Nigeria,6602508,CCC(C=CC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,VWDLOXMZIGUBKM-UHFFFAOYSA-N,C35H58O6,574.843,5.625,4,6,99.38,8,2,Fail,"Hypoglycemic, antidiabetic","Pancreatic β-cells, gluconeogenic enzymes",10.4172/2155-6156.1000546,2015,Steroidal Saponin Glycoside,Steroid,Journal of Diabetes & Metabolism,Charantin 1:1 constituent (Stigmasteryl glucoside),Verified,0.885714,5,0,41,160.7562,0.280801,Pass,3,Fail
AFRO-0068,Charantin (β-sitosteryl glucoside constituent),Momordica cymbalaria,Bitter Melon,Cucurbitaceae,"Fruit pulp, seeds",Nigeria,5742590,CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,NPJICTMALKLTFW-UHFFFAOYSA-N,C35H60O6,576.859,5.849,4,6,99.38,9,2,Fail,"Hypoglycemic, antidiabetic","Pancreatic β-cells, gluconeogenic enzymes",10.4172/2155-6156.1000546,2015,Steroidal Saponin Glycoside,Steroid,Journal of Diabetes & Metabolism,Charantin 1:1 constituent (β-sitosteryl glucoside),Verified,0.942857,5,0,41,160.8502,0.257173,Pass,3,Fail
AFRO-0069,Charantin (Stigmasteryl glucoside constituent),Momordica cymbalaria,Bitter Melon,Cucurbitaceae,"Fruit pulp, seeds",Nigeria,6602508,CCC(C=CC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,VWDLOXMZIGUBKM-UHFFFAOYSA-N,C35H58O6,574.843,5.625,4,6,99.38,8,2,Fail,"Hypoglycemic, antidiabetic","Pancreatic β-cells, gluconeogenic enzymes",10.4172/2155-6156.1000546,2015,Steroidal Saponin Glycoside,Steroid,Journal of Diabetes & Metabolism,Charantin 1:1 constituent (Stigmasteryl glucoside),Verified,0.885714,5,0,41,160.7562,0.280801,Pass,3,Fail
AFRO-0070,Senegin-II,Polygala senega,Seneca snakeroot,Polygalaceae,Rhizomes,Nigeria,11953920,COc1ccc(C=CC(=O)OC2C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(CO)CC4)C(OC3OC(C)C(OC4OCC(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C2O)cc1OC,MNXFXXWQAAMVMW-UHFFFAOYSA-N,C70H104O32,1457.57,-2.2274,16,31,494.88,19,3,Fail,"Antidiabetic, insulin sensitizer",Liver glucose output pathways,10.4172/2155-6156.1000546,2015,Triterpenoid Saponin Glycoside,Saponin,Journal of Diabetes & Metabolism,Decreases hepatic glucose output without altering plasma insulin concentration.,Verified,0.814286,11,1,102,343.8248,0.030168,Fail,4,Fail
AFRO-0071,Epicatechin,Pterocarpus marsupium,Indian Kino,Fabaceae,Bark,Nigeria,72276,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antidiabetic, β-cell regenerator",Functional pancreatic β-cells,10.4172/2155-6156.1000546,2015,Flavan-3-ol / Tannin,Flavonoid,Journal of Diabetes & Metabolism,"Prevents β-cell damage and regenerates functional pancreatic islets. | CORRECTED: stereo-descriptors were lost during standardization, causing collapse onto Catechin's achiral SMILES; restored (2R,3R)-epicatechin stereochemistry per literature/PubChem CID 72276.",Verified,0.2,3,2,21,72.623,0.509593,Pass,0,Pass
AFRO-0072,Pterostilbene,Pterocarpus marsupium,Indian Kino,Fabaceae,Bark,Nigeria,5281727,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,VLEUZFDZJKSGMX-UHFFFAOYSA-N,C16H16O3,256.301,3.5798,1,3,38.69,4,0,Pass,"Antidiabetic, antioxidant",Pancreatic β-cells,10.4172/2155-6156.1000546,2015,Stilbenoid / Flavonoid,Flavonoid,Journal of Diabetes & Metabolism,Enhances insulin secretion.,Verified,0.125,2,2,19,76.5808,0.849668,Pass,1,Fail
AFRO-0073,Mycaminose,Syzygium cumini,Java Plum,Myrtaceae,Seeds; leaves; fruit pulp,Nigeria,160504,CC(O)C(O)C(C(O)C=O)N(C)C,IJUPCLYLISRDRA-UHFFFAOYSA-N,C8H17NO4,191.227,-1.7819,3,5,81.0,5,0,Pass,"Hypoglycemic, peripheral glucose utilization activator",Peripheral glucose utilization kinases,10.4172/2155-6156.1000546,2015,Amino Sugar Glycoside,Carbohydrate,Journal of Diabetes & Metabolism,Stimulates kinases involved in peripheral glucose utilization.,Verified,0.875,0,0,13,47.2334,0.447507,Pass,2,Fail
AFRO-0074,Trigonelline,Trigonella foenum-graecum,Fenugreek,Fabaceae,Seeds,Nigeria,5570,C[n+]1cccc(C(=O)[O-])c1,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C7H7NO2,137.138,-1.1254,0,2,44.01,1,0,Pass,"Antidiabetic, insulin secretagogue","Pancreatic β-cells, intestinal disaccharidases",10.4172/2155-6156.1000546,2015,Pyridine Alkaloid,Alkaloid,Journal of Diabetes & Metabolism,Delays carbohydrate digestion/absorption and increases glucose-induced insulin secretion.,Verified,0.142857,1,1,10,31.9485,0.459811,Pass,4,Fail
AFRO-0075,4-Hydroxyisoleucine,Trigonella foenum-graecum,Fenugreek,Fabaceae,Seeds,Nigeria,2773624,CC(O)C(C)C(N)C(=O)O,OSCCDBFHNMXNME-UHFFFAOYSA-N,C6H13NO3,147.174,-0.5848,3,3,83.55,3,0,Pass,Insulin secretagogue,Pancreatic β-cells,10.4172/2155-6156.1000546,2015,Non-protein Amino Acid,Amino Acid Derivative,Journal of Diabetes & Metabolism,Stimulates glucose-dependent insulin secretion.,Verified,0.833333,0,0,10,36.456,0.498148,Pass,4,Fail
AFRO-0076,2-Hydroxygenistein,Cajanus cajan,Pigeon pea,Fabaceae,Leaf; root; seed,Nigeria; Ghana; Kenya,5282074,C1=CC(=C(C=C1O)O)C2=COC3=CC(=CC(=C3C2=O)O)O,GSSOWCUOWLMMRJ-UHFFFAOYSA-N,C15H10O6,286.239,2.2824,4,6,111.13,1,0,Pass,Regulation of glucose metabolism,AKR1B1 (-9.1 kcal/mol),10.3390/molecules24102002,2019,Isoflavone,Flavonoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties. | CORRECTED: structure was previously duplicated from Kaempferol (data entry error); replaced with verified 2'-hydroxygenistein structure (PubChem CID 5282074). Descriptors (MW/LogP/HBD/HBA/TPSA/RB/MR/Fraction_CSP3/Ring_Count/QED) must be recalculated in RDKit.,Verified,0.0,3,3,21,74.5792,0.545851,Pass,0,Pass
AFRO-0077,Apigenin,Cajanus cajan,Pigeon pea,Fabaceae,Leaf; root; seed,Nigeria; Ghana; Kenya,5280443,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C15H10O5,270.24,2.5768,3,5,90.9,1,0,Pass,"Regulation of insulin secretion, glucose metabolism, and lipid metabolism","AKR1B1 (-9.1), HSD11B1 (-9.0), RBP4 (-9.9), RXRA (-9.1 kcal/mol)",10.3390/molecules24102002,2019,Flavonoid,Flavonoid,Molecules (MDPI),Multi-target anti-diabetic compound with favorable ADMET properties.,Verified,0.0,3,3,20,72.9144,0.631833,Pass,0,Pass
AFRO-0078,Cyanidin,Rhoicissus tridentata,Bushman's grape,Vitaceae,Root; tuber; fruit,South Africa; Zimbabwe; Mozambique,128861,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,VEVZSMAEJFVWIL-UHFFFAOYSA-O,C15H11O6+,287.247,2.9089,5,5,112.45,1,0,Pass,Regulation of insulin secretion and glucose metabolism,"AKR1B1 (-9.1), HSD11B1 (-9.5), RBP4 (-9.2 kcal/mol)",10.3390/molecules24102002,2019,Anthocyanidin,Flavonoid,Molecules (MDPI),Multi-target compound with favorable ADMET profile.,Verified,0.0,3,3,21,74.381,0.347287,Pass,0,Pass
AFRO-0079,Eburnamonine,Vinca minor,Lesser periwinkle,Apocynaceae,Leaf; aerial parts,South Africa; Algeria; Morocco,92112,CCC12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)C32,WYJAPUKIYAZSEM-UHFFFAOYSA-N,C19H22N2O,294.398,3.7746,0,2,25.24,1,0,Pass,"Regulation of insulin secretion, glucose metabolism, and lipid metabolism","AKR1B1 (-9.4), HSD11B1 (-9.2), PPARD (-9.3), RBP4 (-9.4 kcal/mol)",10.3390/molecules24102002,2019,Indole Alkaloid,Alkaloid,Molecules (MDPI),Multi-target compound with experimental anti-diabetic evidence.,Verified,0.526316,5,2,22,87.1575,0.799584,Pass,0,Pass
AFRO-0080,Ergine,Ipomoea purpurea,Common morning glory,Convolvulaceae,Seed; leaf,South Africa; Kenya; Ethiopia; Nigeria,442072,CN1CC(C(N)=O)C=C2c3cccc4[nH]cc(c34)CC21,GENAHGKEFJLNJB-UHFFFAOYSA-N,C16H17N3O,267.332,1.5229,2,2,62.12,1,0,Pass,Regulation of insulin secretion,"HSD11B1 (-9.5), RBP4 (-9.4 kcal/mol)",10.3390/molecules24102002,2019,Ergot Alkaloid,Alkaloid,Molecules (MDPI),Dual-target compound with favorable ADMET properties.,Verified,0.3125,4,2,20,79.0821,0.822661,Pass,0,Pass
AFRO-0081,Eriodictyol,Cyclopia intermedia,Honeybush,Fabaceae,Leaf; stem,South Africa,440735,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,SBHXYTNGIZCORC-UHFFFAOYSA-N,C15H12O6,288.255,2.2155,4,6,107.22,1,0,Pass,Regulation of insulin secretion,"HSD11B1 (-9.2), RBP4 (-9.5 kcal/mol)",10.3390/molecules24102002,2019,Flavanone,Flavonoid,Molecules (MDPI),Predicted active compound with favorable ADMET properties.,Verified,0.133333,3,2,21,71.8597,0.599271,Pass,0,Pass
AFRO-0082,Erythraline,Erythrina caffra,"Coast coral tree, Common coral tree",Fabaceae,Seed; bark; leaf,South Africa; Eswatini; Mozambique,5317205,COC1C=CC2=CCN3CCc4cc5c(cc4C23C1)OCO5,TVOFUERNMZTYRM-UHFFFAOYSA-N,C18H19NO3,297.354,2.3836,0,4,30.93,1,0,Pass,Regulation of insulin secretion and glucose metabolism,"AKR1B1 (-9.0), GCK (-9.8), RBP4 (-9.0 kcal/mol)",10.3390/molecules24102002,2019,Erythrina Alkaloid,Alkaloid,Molecules (MDPI),Novel potential multi-targeted anti-diabetic lead candidate.,Verified,0.444444,5,1,22,82.157,0.7962,Pass,0,Pass
